spot_id,place_id,place_name,state,spot_name,description,num_dining_options,num_stay_options,avg_dining_price,avg_stay_price,min_dining_price,max_dining_price,min_stay_price,max_stay_price
268,88,Chandoli National Park,Maharashtra,Chandoli Dam,Scenic dam,0,1,0,3600.0,0,0,3600,3600
269,88,Chandoli National Park,Maharashtra,Forest Safari,Wildlife safari,0,1,0,1200.0,0,0,1200,1200
270,88,Chandoli National Park,Maharashtra,Heritage Village,Tribal village,0,1,0,6500.0,0,0,6500,6500
306,88,Chandoli National Park,Maharashtra,Scenic Valley Trail,Nature trail,0,1,0,1000.0,0,0,1000,1000
271,89,Koyna Wildlife Sanctuary,Maharashtra,Koyna Dam,Major dam,0,1,0,1400.0,0,0,1400,1400
272,89,Koyna Wildlife Sanctuary,Maharashtra,Shivsagar Lake,Reservoir lake,0,1,0,2700.0,0,0,2700,2700
273,89,Koyna Wildlife Sanctuary,Maharashtra,Forest Trail,Wildlife trail,0,1,0,3300.0,0,0,3300,3300
307,89,Koyna Wildlife Sanctuary,Maharashtra,Dam Viewpoint,Reservoir view,0,1,0,4200.0,0,0,4200,4200
274,90,Kolad,Maharashtra,Kolad Rafting Point,River rafting spot,0,1,0,900.0,0,0,900,900
275,90,Kolad,Maharashtra,Kundalika River,River stretch,0,1,0,5200.0,0,0,5200,5200
276,90,Kolad,Maharashtra,Kolad Waterfall,Seasonal waterfall,0,1,0,800.0,0,0,800,800
277,90,Kolad,Maharashtra,Forest Campsite,Nature campsite,0,1,0,3900.0,0,0,3900,3900
308,90,Kolad,Maharashtra,Riverside Walk,Walking trail,0,1,0,2100.0,0,0,2100,2100
309,90,Kolad,Maharashtra,Nature Photography Point,Photo spot,0,1,0,3600.0,0,0,3600,3600
310,90,Kolad,Maharashtra,Local Village Tour,Community visit,0,1,0,1400.0,0,0,1400,1400
321,91,Goa,Unknown,Braganza House West Wing,"SH8, Chandor - 403714, Goa, India",0,0,0,0,0,0,0,0
322,91,Goa,Unknown,Braganza House,"SH8, Chandor - 403714, Goa, India",0,0,0,0,0,0,0,0
323,91,Goa,Unknown,Braganza House East Wing,"SH8, Chandor - 403714, Goa, India",0,0,0,0,0,0,0,0
324,91,Goa,Unknown,Kuskem Waterfall,"Hathkhamba-Goa Road, Codli - 403706, Goa, India",0,0,0,0,0,0,0,0
325,91,Goa,Unknown,Dr. B. R. Ambedkar,"Curchorem - 403706, Goa, India",0,0,0,0,0,0,0,0
326,91,Goa,Unknown,Shivaji,"SH6, Pontemol, Curchorem - 403706, Goa, India",0,0,0,0,0,0,0,0
327,92,Manali,Unknown,Wayland viewpoint,"Uppar Ruar, Old Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
328,92,Manali,Unknown,Lamadugh,"Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
329,92,Manali,Unknown,Valley viewpoint,"Path to Upper Goshal Village, Old Manali - 175103, Himachal Pradesh, India",0,0,0,0,0,0,0,0
330,92,Manali,Unknown,Meadow viewpoint,"Lamadugh, Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
331,92,Manali,Unknown,View to waterfall,"Path to Upper Goshal Village, Goshal - 175103, Himachal Pradesh, India",0,0,0,0,0,0,0,0
332,92,Manali,Unknown,Great Hadimba,"Manu Mandir Street, Old Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
333,92,Manali,Unknown,Kanyal top boulder,"Chhyal - Lamadug, Chhyal - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
334,92,Manali,Unknown,Vashisht View,"Old Manali to Goshal, Old Manali - 175103, Himachal Pradesh, India",0,0,0,0,0,0,0,0
335,92,Manali,Unknown,Simsa viewpoint,"Mathiana to Chichoga Upper trail, Chijoga - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
336,92,Manali,Unknown,Friendship peak Viewpoint,"Shuru traverse, Jagatsukh - 175143, Himachal Pradesh, India",0,0,0,0,0,0,0,0
337,92,Manali,Unknown,Aleo Viewpoint,"Chichoga to Prini, Aleo - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
338,92,Manali,Unknown,Manalsu valley viewpoint,"Mathiana to Chadhian, Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
339,92,Manali,Unknown,Deo Tibba Viewpoint,"Khumsu Thatch to Mangankot peak, Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
340,92,Manali,Unknown,Kullu valley viewpoint,"Mathiana to Sethan, Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
341,92,Manali,Unknown,Dhauladhar Viewpoint,"Jagatsukh to Sethan, Arjun Gupha -, Himachal Pradesh, India",0,0,0,0,0,0,0,0
342,92,Manali,Unknown,Manali viewpoint,"Mathiana to Chichoga Upper trail, Chijoga - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
343,92,Manali,Unknown,Manali viewpoint,"Forest Trail, Model Town, Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
344,92,Manali,Unknown,Manali viewpoint,"Trail section 1, Bhajogi, Manali - 175131, Himachal Pradesh, India",0,0,0,0,0,0,0,0
345,92,Manali,Unknown,Old Manali View,"Manu temple to Khumsu Thatch, Old Manali - 175103, Himachal Pradesh, India",0,0,0,0,0,0,0,0
346,92,Manali,Unknown,Jogini Viewpoint,"Old Manali to Goshal, Old Manali - 175103, Himachal Pradesh, India",0,0,0,0,0,0,0,0
347,93,Chorla Ghat,Unknown,Surla Waterfalls Viewpoint,"NH748AA, Chowki - 591345, Goa, India",0,0,0,0,0,0,0,0
348,93,Chorla Ghat,Unknown,Chorla Ghat,"NH748AA, -, Goa, India",0,0,0,0,0,0,0,0
349,94,jaipur,Unknown,Jal Mahal,"Amer Road, Brahmapuri, Jaipur, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
350,94,jaipur,Unknown,City Palace,"Tripolia Bazaar, Ramganj, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
351,94,jaipur,Unknown,Hawa Mahal,"Amer Road, Ramganj, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
352,94,jaipur,Unknown,Royal Gaitor,"New Rambah Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
353,94,jaipur,Unknown,"जंतर मंतर, जयपुर","Tripolia Bazaar, Ramganj, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
354,94,jaipur,Unknown,Sisodiya Rani Bagh,"Old Agra Jaipur Bikaner Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
355,94,jaipur,Unknown,Suraj Pol Gate,"Galta Road, Ramganj, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
356,94,jaipur,Unknown,Paanch Batti,"Mirza Ismail Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
357,94,jaipur,Unknown,Nahargah Fort,"New Rambah Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
358,94,jaipur,Unknown,Sanganeri Gate,"Johari Bazar, Ramganj, Jaipur - 302003, Rajasthan, India",0,0,0,0,0,0,0,0
359,94,jaipur,Unknown,Moti Doongri Fort,"Moti Doongri Road, Adarsh Nagar, Jaipur - 302004, Rajasthan, India",0,0,0,0,0,0,0,0
360,94,jaipur,Unknown,Haveli,Attraction,0,0,0,0,0,0,0,0
361,94,jaipur,Unknown,Man Gate,"Chaura Rasta, Ramganj, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
362,94,jaipur,Unknown,Diwan-i-Khas,"Tripolia Bazaar, Ramganj, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
363,94,jaipur,Unknown,Ajmeri Gate,"Kishanpole Bazar Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
364,94,jaipur,Unknown,Chulgiri Digamber Jain Temple,"Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
365,94,jaipur,Unknown,Ajmeri Gate,"Kishanpole Bazar Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
366,94,jaipur,Unknown,Ajmeri Gate,"Kishanpole Bazar Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
367,94,jaipur,Unknown,Sawai Bhawani Singh Tomb,"New Rambah Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
368,94,jaipur,Unknown,Sawai Man Singh II Tomb,"New Rambah Road, Jaipur - 302001, Rajasthan, India",0,0,0,0,0,0,0,0
369,95,Varanasi,Unknown,Bodhi Tree,"Dharmapala Road, Sarnath - 221007, Uttar Pradesh, India",0,0,0,0,0,0,0,0
370,95,Varanasi,Unknown,Hanuman Ghat,"Harish Chandra Ghat Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
371,95,Varanasi,Unknown,Ahilyabai Ghat,"Dashashwamedh Road, Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
372,95,Varanasi,Unknown,Raja Ghat,"Godowalia Lanka Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
373,95,Varanasi,Unknown,Ranamahal Ghat,"Dashashwamedh Road, Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
374,95,Varanasi,Unknown,Manasarowa Ghat,"Godowalia Lanka Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
375,95,Varanasi,Unknown,Manmandir Ghat,"Tripura Bhairwi, Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
376,95,Varanasi,Unknown,Kedar Ghat,"Harish Chandra Ghat Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
377,95,Varanasi,Unknown,Badhaini Ghat,"Pandit Manmohan Malviya Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
378,95,Varanasi,Unknown,Ganga Mahal Ghat,"exit(kashi temple), Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
379,95,Varanasi,Unknown,Lali Ghat,"Harish Chandra Ghat Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
380,95,Varanasi,Unknown,Babua Pandey Ghat,"Godowalia Lanka Road, Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
381,95,Varanasi,Unknown,Munshi Ghat,"Dashashwamedh Road, Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
382,95,Varanasi,Unknown,Karnataka Ghat,"Harish Chandra Ghat Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
383,95,Varanasi,Unknown,Narad Ghat,"Godowalia Lanka Road, Varanasi - 222005, Uttar Pradesh, India",0,0,0,0,0,0,0,0
384,95,Varanasi,Unknown,Chousatti Ghat,"Dashashwamedh Road, Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
385,95,Varanasi,Unknown,Ganesh Ghat,"exit(kashi temple), Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
386,95,Varanasi,Unknown,Dr. Rajendra Prasad Ghat,"Dashashwamedh Road, Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
387,95,Varanasi,Unknown,Sankatha Ghat,"exit(kashi temple), Varanasi - 221001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
388,95,Varanasi,Unknown,Giant Buddha Statue,"Dharmapala Road, Sarnath - 221007, Uttar Pradesh, India",0,0,0,0,0,0,0,0
389,96,Mathura,Unknown,Vishram Ghat,"Ghats, Mathura - 281001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
390,96,Mathura,Unknown,Potrakund 1,"A way to Galteshar Mahadev Mandir, Mathura - 281001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
391,96,Mathura,Unknown,Kans Qila,"Ghats, Mathura - 281001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
392,97,prayagraj,Unknown,Khusrau Bagh,"Leader Road, Roshan Bagh, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
393,97,prayagraj,Unknown,Victoria Memorial,"Pannalal Road, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
394,97,prayagraj,Unknown,Allahabad Fort,"Parade Ground Road, New Bairahana, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
395,97,prayagraj,Unknown,Allahabad Pillar,"Yamuna Patti Road, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
396,97,prayagraj,Unknown,Statue of St. Francis of Assisi,"Thornhill Road, Katra, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
397,97,prayagraj,Unknown,Anand Bhavan,"Hashimpur Road, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
398,97,prayagraj,Unknown,Anand Bhavan,"NH30, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
399,97,prayagraj,Unknown,Barghad Ghat,"60 feet road, Kareli, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
400,97,prayagraj,Unknown,Swaraj Bhavan,"NH30, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
401,97,prayagraj,Unknown,Flag Post,"Paade Ground Road, New Bairahana, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
402,97,prayagraj,Unknown,Shaheed Chandrashekhar Azad Smarak,"Pannalal Road, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
403,97,prayagraj,Unknown,Ghanta Ghar,"Kamla Nehru Road, Chowk, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
404,97,prayagraj,Unknown,Pundit Nehru Statue,"Jawaharlal Nehru Road, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
405,97,prayagraj,Unknown,anand bhavan,"NH30, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
406,97,prayagraj,Unknown,yamuna palce,"Hashimpur Road, George Town, Prayagraj - 211001, Uttar Pradesh, India",0,0,0,0,0,0,0,0
407,98,Rameshwaram,Unknown,Dr. A.P.J. Abdul Kalam Memorial,"Madurai-Rameshwaram Road, Rameswaram - 623526, Tamil Nadu, India",0,0,0,0,0,0,0,0
408,98,Rameshwaram,Unknown,Gandhamadhana Parvatham,"Madurai-Rameshwaram Road, Meiyampuli - 623529, Tamil Nadu, India",0,0,0,0,0,0,0,0
409,98,Rameshwaram,Unknown,Pretty Old House Nice Woodwork,"21/28, East Car Street, Rameswaram - 623526, Tamil Nadu, India",0,0,0,0,0,0,0,0
410,98,Rameshwaram,Unknown,Olakudda Beach,"way to anthoniar kebi, Rameswaram - 623526, Tamil Nadu, India",0,0,0,0,0,0,0,0
411,99,Udaipur,Unknown,Saheliyon-Ki-Bari,"Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
412,99,Udaipur,Unknown,Sajjan Garh - Monsoon Palace,"Hiking Trail, Galera -, Rajasthan, India",0,0,0,0,0,0,0,0
413,99,Udaipur,Unknown,Rajiv Gandhi Garden,"Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
414,99,Udaipur,Unknown,Gangaur Ghat,"Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
415,99,Udaipur,Unknown,Ambrai Ghat,"Lake Pichola Road, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
416,99,Udaipur,Unknown,City Palace,"Jagdish Temple Road, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
417,99,Udaipur,Unknown,Nerhu Island Park,"Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
418,99,Udaipur,Unknown,Sunset Point,"Shitla Marg, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
419,99,Udaipur,Unknown,Sunset Point,"City Station Road, Udaipur Police Lines, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
420,99,Udaipur,Unknown,Kishan Pol,"City Station Road, Udaipur Police Lines, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
421,99,Udaipur,Unknown,Hathi Pol (Elephant Gate),"Hathi Pol, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
422,99,Udaipur,Unknown,Chand Pol,"Silavat Vari Road, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
423,99,Udaipur,Unknown,Daiji Bridge Pol,"Daiji Bridge, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
424,99,Udaipur,Unknown,Udaipol,"Udaipur Police Lines, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
425,99,Udaipur,Unknown,Delhi Gate,"Bapu Bazar, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
426,99,Udaipur,Unknown,Suraj Pol (Sun Gate),"Bapu Bazar, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
427,99,Udaipur,Unknown,jagmandir palace,"Shitla Marg, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
428,99,Udaipur,Unknown,Sunset viewpoint,"Lake Pichola Road, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
429,99,Udaipur,Unknown,Moti Magri Memorial,"Fateh Sagar Road, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
430,99,Udaipur,Unknown,Jagmandir Palace,"Shitla Marg, Udaipur - 313001, Rajasthan, India",0,0,0,0,0,0,0,0
431,100,Pilani,Unknown,Rotunda,"Snake Path, Pilani - 333031, Rajasthan, India",0,0,0,0,0,0,0,0
432,100,Pilani,Unknown,Gandhi,"Ram Marg, Pilani - 333031, Rajasthan, India",0,0,0,0,0,0,0,0
433,100,Pilani,Unknown,Patel,"Krishna Marg, Pilani - 333031, Rajasthan, India",0,0,0,0,0,0,0,0
434,100,Pilani,Unknown,Shiv Ganga,"T-lawns, Pilani - 333031, Rajasthan, India",0,0,0,0,0,0,0,0
435,100,Pilani,Unknown,Director Quarters,"MDR82, Jherli - 333031, Rajasthan, India",0,0,0,0,0,0,0,0
436,100,Pilani,Unknown,Shiva Statue,"NH709, Pilani - 333031, Rajasthan, India",0,0,0,0,0,0,0,0
437,100,Pilani,Unknown,Bhagat Singh Statue,"Bhagat Singh Circle, Pilani - 333031, Rajasthan, India",0,0,0,0,0,0,0,0
